Drug_A,Drug_B,Level,Drug_A_MolecularWeight,Drug_A_XLogP,Drug_A_ExactMass,Drug_A_TPSA,Drug_B_MolecularWeight,Drug_B_XLogP,Drug_B_ExactMass,Drug_B_TPSA,Drug_A_ID,Drug_B_ID,Level_ID
Fluphenazine,Metronidazole,Minor,437.5,4.4,437.17486812,55.3,171.15,0.0,171.06439116,83.9,196,25,1
Flutamide,Metronidazole,Minor,276.21,3.3,276.0721767,74.9,171.15,0.0,171.06439116,83.9,198,25,1
Foscarnet,Metronidazole,Minor,126.01,-2.0,125.97181019,94.8,171.15,0.0,171.06439116,83.9,199,25,1
Metronidazole,Fostemsavir,Minor,171.15,0.0,171.06439116,83.9,583.5,-0.1,583.15804781,182.0,25,1027,1
Metronidazole,Gatifloxacin,Minor,171.15,0.0,171.06439116,83.9,375.4,-0.7,375.15943435,82.1,25,405,1
Metronidazole,Gemifloxacin,Minor,171.15,0.0,171.06439116,83.9,389.4,-0.7,389.1499323,121.0,25,406,1
Metronidazole,Gilteritinib,Minor,171.15,0.0,171.06439116,83.9,552.7,3.5,552.3536373,121.0,25,1028,1
Metronidazole,Glasdegib,Minor,171.15,0.0,171.06439116,83.9,374.4,2.4,374.18550935,96.8,25,1029,1
Goserelin,Metronidazole,Minor,1269.4,-1.5,1268.64143943,496.0,171.15,0.0,171.06439116,83.9,75,25,1
Granisetron,Metronidazole,Minor,312.4,2.8,312.1950114,50.2,171.15,0.0,171.06439116,83.9,20,25,1
Grepafloxacin,Metronidazole,Minor,359.4,-0.2,359.16451973,72.9,171.15,0.0,171.06439116,83.9,202,25,1
Metronidazole,Halofantrine,Minor,171.15,0.0,171.06439116,83.9,500.4,8.6,499.1656545,23.5,25,752,1
Haloperidol,Metronidazole,Minor,375.9,3.2,375.1401348,40.5,171.15,0.0,171.06439116,83.9,203,25,1
Metronidazole,Halothane,Minor,171.15,0.0,171.06439116,83.9,197.38,2.3,195.89022,0.0,25,828,1
Metronidazole,Histrelin,Minor,171.15,0.0,171.06439116,83.9,1323.5,0.7,1322.66726025,449.0,25,407,1
Hydroxyzine,Metronidazole,Minor,374.9,3.7,374.1761058,35.9,171.15,0.0,171.06439116,83.9,204,25,1
Ibutilide,Metronidazole,Minor,384.6,4.0,384.24466419,78.0,171.15,0.0,171.06439116,83.9,205,25,1
Metronidazole,Idarubicin,Minor,171.15,0.0,171.06439116,83.9,497.5,1.9,497.16858144,177.0,25,829,1
Metronidazole,Iloperidone,Minor,171.15,0.0,171.06439116,83.9,426.5,4.1,426.19548551,64.8,25,408,1
Imipramine,Metronidazole,Minor,280.4,4.8,280.193948774,6.5,171.15,0.0,171.06439116,83.9,206,25,1
Metronidazole,Levacetylmethadol,Minor,171.15,0.0,171.06439116,83.9,353.5,4.3,353.235479232,29.5,25,525,1
Metronidazole,Lomefloxacin,Minor,171.15,0.0,171.06439116,83.9,351.35,-0.8,351.1394478,72.9,25,413,1
Metronidazole,Lonafarnib,Moderate,171.15,0.0,171.06439116,83.9,638.8,4.8,638.04818,79.5,25,924,2
Metronidazole,Mesoridazine,Minor,171.15,0.0,171.06439116,83.9,386.6,4.5,386.1486558,68.1,25,420,1
Metronidazole,Methotrimeprazine,Minor,171.15,0.0,171.06439116,83.9,328.5,4.7,328.16093457,41.0,25,423,1
Metronidazole,Midostaurin,Minor,171.15,0.0,171.06439116,83.9,570.6,4.8,570.22670545,77.7,25,426,1
Mifepristone,Metronidazole,Minor,429.6,3.8,429.266779359,40.5,171.15,0.0,171.06439116,83.9,212,25,1
Mirtazapine,Metronidazole,Minor,265.35,3.3,265.157897619,19.4,171.15,0.0,171.06439116,83.9,213,25,1
Metronidazole,Nelarabine,Moderate,171.15,0.0,171.06439116,83.9,297.27,-0.7,297.1073186,149.0,25,867,2
Metronidazole,Nilotinib,Minor,171.15,0.0,171.06439116,83.9,529.5,4.9,529.18379284,97.6,25,757,1
Nilutamide,Metronidazole,Minor,317.22,2.0,317.06234029,95.2,171.15,0.0,171.06439116,83.9,216,25,1
Metronidazole,Norfloxacin,Minor,171.15,0.0,171.06439116,83.9,319.33,-1.0,319.13321961,72.9,25,432,1
Nortriptyline,Metronidazole,Minor,263.4,4.5,263.167399674,12.0,171.15,0.0,171.06439116,83.9,217,25,1
Metronidazole,Ofloxacin,Minor,171.15,0.0,171.06439116,83.9,361.4,-0.4,361.14378429,73.3,25,433,1
Olanzapine,Metronidazole,Minor,312.4,2.9,312.14086783,59.1,171.15,0.0,171.06439116,83.9,218,25,1
Metronidazole,Oliceridine,Minor,171.15,0.0,171.06439116,83.9,386.6,3.5,386.20279938,71.6,25,1074,1
Ondansetron,Metronidazole,Minor,293.4,2.3,293.152812238,39.8,171.15,0.0,171.06439116,83.9,27,25,1
Metronidazole,Osilodrostat,Minor,171.15,0.0,171.06439116,83.9,227.24,1.9,227.08587549,41.6,25,1030,1
Metronidazole,Osimertinib,Minor,171.15,0.0,171.06439116,83.9,499.6,3.7,499.26957332,87.6,25,1031,1
Oxytocin,Metronidazole,Minor,1007.2,-2.6,1006.43645793,450.0,171.15,0.0,171.06439116,83.9,141,25,1
Metronidazole,Ozanimod,Minor,171.15,0.0,171.06439116,83.9,404.5,3.1,404.18484064,104.0,25,1064,1
Metronidazole,Panobinostat,Minor,171.15,0.0,171.06439116,83.9,349.4,3.0,349.17902698,77.2,25,758,1
Metronidazole,Pasireotide,Minor,171.15,0.0,171.06439116,83.9,1047.2,4.7,1046.50142372,281.0,25,437,1
Metronidazole,Pazopanib,Minor,171.15,0.0,171.06439116,83.9,437.5,3.1,437.16339418,127.0,25,759,1
Perflutren,Metronidazole,Minor,188.02,3.1,187.9872253,0.0,171.15,0.0,171.06439116,83.9,568,25,1
Perphenazine,Metronidazole,Minor,404.0,4.2,403.1485113,55.3,171.15,0.0,171.06439116,83.9,221,25,1
Metronidazole,Pimavanserin,Minor,171.15,0.0,171.06439116,83.9,427.6,4.5,427.2635055,44.8,25,760,1
Metronidazole,Pimozide,Minor,171.15,0.0,171.06439116,83.9,461.5,6.3,461.22786888,35.6,25,617,1
Metronidazole,Pitavastatin,Moderate,171.15,0.0,171.06439116,83.9,421.5,3.5,421.16893641,90.7,25,945,2
Metronidazole,Pitolisant,Minor,171.15,0.0,171.06439116,83.9,295.8,4.3,295.1702921,12.5,25,993,1
Metronidazole,Pomalidomide,Moderate,171.15,0.0,171.06439116,83.9,273.24,0.2,273.07495584,110.0,25,1217,2
Metronidazole,Ponatinib,Moderate,171.15,0.0,171.06439116,83.9,532.6,4.1,532.21984399,65.8,25,994,2
Metronidazole,Posaconazole,Minor,171.15,0.0,171.06439116,83.9,700.8,4.6,700.32970817,112.0,25,761,1
Metronidazole,Primaquine,Minor,171.15,0.0,171.06439116,83.9,259.35,2.2,259.168462302,60.2,25,762,1
Metronidazole,Probucol,Minor,171.15,0.0,171.06439116,83.9,516.8,11.3,516.30957312,91.1,25,763,1
Metronidazole,Procainamide,Minor,171.15,0.0,171.06439116,83.9,235.33,0.9,235.168462302,58.4,25,764,1
Promazine,Metronidazole,Minor,284.4,4.5,284.13471982,31.8,171.15,0.0,171.06439116,83.9,224,25,1
Metronidazole,Propafenone,Minor,171.15,0.0,171.06439116,83.9,341.4,3.3,341.19909372,58.6,25,731,1
Protriptyline,Metronidazole,Minor,263.4,4.4,263.167399674,12.0,171.15,0.0,171.06439116,83.9,227,25,1
Metronidazole,Quetiapine,Minor,171.15,0.0,171.06439116,83.9,383.5,2.1,383.16674822,73.6,25,441,1
Quinidine,Metronidazole,Minor,324.4,2.9,324.183778013,45.6,171.15,0.0,171.06439116,83.9,228,25,1
Quinine,Metronidazole,Minor,324.4,2.9,324.183778013,45.6,171.15,0.0,171.06439116,83.9,229,25,1
Ranolazine,Metronidazole,Minor,427.5,2.7,427.24710654,74.3,171.15,0.0,171.06439116,83.9,230,25,1
Metronidazole,Relugolix,Minor,171.15,0.0,171.06439116,83.9,623.6,3.2,623.17624448,157.0,25,1032,1
Metronidazole,Ribociclib,Minor,171.15,0.0,171.06439116,83.9,434.5,2.2,434.25425761,91.2,25,1033,1
Metronidazole,Romidepsin,Minor,171.15,0.0,171.06439116,83.9,540.7,2.2,540.20762723,193.0,25,766,1
Metronidazole,Rucaparib,Minor,171.15,0.0,171.06439116,83.9,323.4,2.5,323.14339037,56.9,25,1077,1
Metronidazole,Selpercatinib,Minor,171.15,0.0,171.06439116,83.9,525.6,2.5,525.24883788,112.0,25,1078,1
Metronidazole,Sertraline,Minor,171.15,0.0,171.06439116,83.9,306.2,4.8,305.0738049,12.0,25,624,1
Metronidazole,Sevoflurane,Minor,171.15,0.0,171.06439116,83.9,200.05,2.8,200.00721185,9.2,25,767,1
Metronidazole,Siponimod,Minor,171.15,0.0,171.06439116,83.9,516.6,4.8,516.25997747,62.1,25,1034,1
Metronidazole,Iodide I-123,Moderate,171.15,0.0,171.06439116,83.9,122.90559,0.9,122.90559,0.0,25,1110,2
Metronidazole,Solifenacin,Minor,171.15,0.0,171.06439116,83.9,362.5,4.0,362.199428076,32.8,25,768,1
Sorafenib,Metronidazole,Minor,464.8,4.1,464.0863026,92.4,171.15,0.0,171.06439116,83.9,232,25,1
Sotalol,Metronidazole,Minor,272.37,0.2,272.11946368,86.8,171.15,0.0,171.06439116,83.9,233,25,1
Metronidazole,Sparfloxacin,Minor,171.15,0.0,171.06439116,83.9,392.4,0.1,392.1659969,98.9,25,445,1
Metronidazole,Sunitinib,Minor,171.15,0.0,171.06439116,83.9,398.5,2.6,398.21180428,77.2,25,769,1
Metronidazole,Telavancin,Minor,171.15,0.0,171.06439116,83.9,1755.6,-2.1,1753.6374295,598.0,25,770,1
Metronidazole,Telbivudine,Moderate,171.15,0.0,171.06439116,83.9,242.23,-1.2,242.09027155,99.1,25,1113,2
Metronidazole,Telithromycin,Minor,171.15,0.0,171.06439116,83.9,812.0,4.2,811.47314329,172.0,25,289,1
Terbutaline,Metronidazole,Minor,225.28,0.9,225.13649347,72.7,171.15,0.0,171.06439116,83.9,151,25,1
Terfenadine,Metronidazole,Minor,471.7,6.6,471.313729551,43.7,171.15,0.0,171.06439116,83.9,238,25,1
Metronidazole,Teriflunomide,Moderate,171.15,0.0,171.06439116,83.9,270.21,3.3,270.06161202,73.1,25,953,2
Metronidazole,Tetrabenazine,Minor,171.15,0.0,171.06439116,83.9,317.4,2.9,317.19909372,38.8,25,733,1
Thioridazine,Metronidazole,Minor,370.6,5.9,370.15374118,57.1,171.15,0.0,171.06439116,83.9,240,25,1
Metronidazole,Tipranavir,Moderate,171.15,0.0,171.06439116,83.9,602.7,7.0,602.20622782,114.0,25,448,2
Tizanidine,Metronidazole,Minor,253.71,1.1,253.0188941,90.4,171.15,0.0,171.06439116,83.9,241,25,1
Toremifene,Metronidazole,Minor,406.0,7.2,405.1859422,12.5,171.15,0.0,171.06439116,83.9,243,25,1
Metronidazole,Trabectedin,Moderate,171.15,0.0,171.06439116,83.9,761.8,3.4,761.26183037,194.0,25,818,2
Metronidazole,Triclabendazole,Minor,171.15,0.0,171.06439116,83.9,359.7,5.7,357.950117,63.2,25,1035,1
Trifluoperazine,Metronidazole,Minor,407.5,5.0,407.16430344,35.0,171.15,0.0,171.06439116,83.9,246,25,1
Triflupromazine,Metronidazole,Minor,352.4,5.2,352.12210427,31.8,171.15,0.0,171.06439116,83.9,247,25,1
Metronidazole,Alimemazine,Minor,171.15,0.0,171.06439116,83.9,298.4,4.7,298.15036988,31.8,25,449,1
Trimipramine,Metronidazole,Minor,294.4,5.8,294.209598838,6.5,171.15,0.0,171.06439116,83.9,248,25,1
Metronidazole,Valbenazine,Minor,171.15,0.0,171.06439116,83.9,418.6,4.3,418.2831577,74.0,25,1036,1
Metronidazole,Vandetanib,Minor,171.15,0.0,171.06439116,83.9,475.4,4.9,474.10667,59.5,25,772,1
Metronidazole,Vemurafenib,Minor,171.15,0.0,171.06439116,83.9,489.9,5.0,489.0725466,100.0,25,773,1
Venlafaxine,Metronidazole,Minor,277.4,2.9,277.204179104,32.7,171.15,0.0,171.06439116,83.9,153,25,1
Voriconazole,Metronidazole,Minor,349.31,1.5,349.11504457,76.7,171.15,0.0,171.06439116,83.9,250,25,1
Ziprasidone,Metronidazole,Minor,412.9,4.0,412.1124602,76.7,171.15,0.0,171.06439116,83.9,86,25,1
Metyrosine,Ertugliflozin,Moderate,195.21,-1.6,195.08954328,83.6,436.9,1.7,436.1288808,109.0,797,499,2
Metyrosine,Sibutramine,Moderate,195.21,-1.6,195.08954328,83.6,279.8,5.4,279.1753775,3.2,797,70,2
Mexiletine,Glycerol phenylbutyrate,Moderate,179.26,2.1,179.131014166,35.3,530.6,6.7,530.26683893,78.9,495,63,2
Mexiletine,Rolapitant,Moderate,179.26,2.1,179.131014166,35.3,500.5,4.4,500.18984705,50.4,495,510,2
Acetohexamide,Miconazole,Major,324.4,2.4,324.1143783,101.0,416.1,5.3,415.983074,27.1,95,10,3
Amprenavir,Miconazole,Minor,505.6,2.9,505.22465702,140.0,416.1,5.3,415.983074,27.1,334,10,1
Miconazole,Anisindione,Major,416.1,5.3,415.983074,27.1,252.26,2.9,252.078644241,43.4,10,260,3
Astemizole,Miconazole,Major,458.6,6.0,458.24818979,42.3,416.1,5.3,415.983074,27.1,169,10,3
Miconazole,Bepridil,Moderate,416.1,5.3,415.983074,27.1,366.5,5.3,366.267113712,15.7,10,742,2
Miconazole,Boceprevir,Moderate,416.1,5.3,415.983074,27.1,519.7,3.1,519.34206955,151.0,10,919,2
Cerivastatin,Miconazole,Moderate,459.5,3.6,459.24210135,99.9,416.1,5.3,415.983074,27.1,637,10,2
Cisapride,Miconazole,Moderate,465.9,3.4,465.1830623,86.1,416.1,5.3,415.983074,27.1,15,10,2
Dicoumarol,Miconazole,Major,336.3,2.6,336.0633881,93.1,416.1,5.3,415.983074,27.1,73,10,3
Diethylstilbestrol,Miconazole,Moderate,268.3,5.1,268.146329876,40.5,416.1,5.3,415.983074,27.1,74,10,2
Miconazole,Entrectinib,Moderate,416.1,5.3,415.983074,27.1,560.6,5.7,560.27113067,85.5,10,1026,2
Miconazole,Enzalutamide,Moderate,416.1,5.3,415.983074,27.1,464.4,3.6,464.09300959,109.0,10,749,2
Eplerenone,Miconazole,Moderate,414.5,1.4,414.20423867,82.2,416.1,5.3,415.983074,27.1,345,10,2
Miconazole,Ergometrine,Moderate,416.1,5.3,415.983074,27.1,325.4,1.8,325.17902698,68.4,10,122,2
Ergotamine,Miconazole,Moderate,581.7,2.0,581.26381923,118.0,416.1,5.3,415.983074,27.1,123,10,2
Erlotinib,Miconazole,Moderate,393.4,3.3,393.16885622,74.7,416.1,5.3,415.983074,27.1,190,10,2
Miconazole,Escitalopram,Minor,416.1,5.3,415.983074,27.1,324.4,3.2,324.16379146,36.3,10,724,1
Estrone,Miconazole,Moderate,270.4,3.1,270.16197994,37.3,416.1,5.3,415.983074,27.1,346,10,2
Miconazole,Estrone sulfate,Moderate,416.1,5.3,415.983074,27.1,350.4,2.5,350.11879497,89.1,10,398,2
Eszopiclone,Miconazole,Moderate,388.8,0.5,388.1050661,91.8,416.1,5.3,415.983074,27.1,593,10,2
Ethotoin,Miconazole,Moderate,204.22,1.0,204.08987763,49.4,416.1,5.3,415.983074,27.1,702,10,2
Etonogestrel,Miconazole,Moderate,324.5,3.3,324.208930132,37.3,416.1,5.3,415.983074,27.1,400,10,2
Miconazole,Etravirine,Moderate,416.1,5.3,415.983074,27.1,435.3,4.5,434.04907,121.0,10,920,2
Miconazole,Everolimus,Moderate,416.1,5.3,415.983074,27.1,958.2,5.9,957.58135632,205.0,10,401,2
Felodipine,Miconazole,Moderate,384.2,3.9,383.0691135,64.6,416.1,5.3,415.983074,27.1,595,10,2
Miconazole,Fesoterodine,Moderate,416.1,5.3,415.983074,27.1,411.6,5.5,411.27734404,49.8,10,938,2
Fexofenadine,Miconazole,Minor,501.7,3.0,501.28790873,81.0,416.1,5.3,415.983074,27.1,827,10,1
Miconazole,Flibanserin,Moderate,416.1,5.3,415.983074,27.1,390.4,3.3,390.16674579,38.8,10,896,2
Fluconazole,Miconazole,Moderate,306.27,0.4,306.10406535,81.7,416.1,5.3,415.983074,27.1,194,10,2
Fluvoxamine,Miconazole,Moderate,318.33,2.6,318.1555124,56.8,416.1,5.3,415.983074,27.1,273,10,2
Miconazole,Fosaprepitant,Moderate,416.1,5.3,415.983074,27.1,614.4,1.0,614.11651857,124.0,10,460,2
Miconazole,Fosphenytoin,Moderate,416.1,5.3,415.983074,27.1,362.27,0.6,362.0667732,116.0,10,404,2
Miconazole,Fostamatinib,Moderate,416.1,5.3,415.983074,27.1,580.5,1.6,580.14829159,187.0,10,1086,2
Gefitinib,Miconazole,Moderate,446.9,4.1,446.1520965,68.7,416.1,5.3,415.983074,27.1,201,10,2
Miconazole,Gilteritinib,Moderate,416.1,5.3,415.983074,27.1,552.7,3.5,552.3536373,121.0,10,1028,2
Miconazole,Glasdegib,Moderate,416.1,5.3,415.983074,27.1,374.4,2.4,374.18550935,96.8,10,1029,2
Glipizide,Miconazole,Major,445.5,1.9,445.17837553,139.0,416.1,5.3,415.983074,27.1,100,10,3
Glyburide,Miconazole,Major,494.0,4.8,493.1438199,122.0,416.1,5.3,415.983074,27.1,101,10,3
Grepafloxacin,Miconazole,Moderate,359.4,-0.2,359.16451973,72.9,416.1,5.3,415.983074,27.1,202,10,2
Guanfacine,Miconazole,Moderate,246.09,2.0,245.0122673,81.5,416.1,5.3,415.983074,27.1,705,10,2
Miconazole,Halofantrine,Moderate,416.1,5.3,415.983074,27.1,500.4,8.6,499.1656545,23.5,10,752,2
Miconazole,Ibrutinib,Moderate,416.1,5.3,415.983074,27.1,440.5,3.6,440.19607403,99.2,10,1142,2
Miconazole,Iloperidone,Moderate,416.1,5.3,415.983074,27.1,426.5,4.1,426.19548551,64.8,10,408,2
Imatinib,Miconazole,Moderate,493.6,3.5,493.25900864,86.3,416.1,5.3,415.983074,27.1,349,10,2
Imipramine,Miconazole,Moderate,280.4,4.8,280.193948774,6.5,416.1,5.3,415.983074,27.1,206,10,2
Miconazole,Indacaterol,Minor,416.1,5.3,415.983074,27.1,392.5,3.3,392.20999276,81.6,10,126,1
Levobupivacaine,Miconazole,Moderate,288.4,3.4,288.220163521,32.3,416.1,5.3,415.983074,27.1,708,10,2
Miconazole,Levacetylmethadol,Moderate,416.1,5.3,415.983074,27.1,353.5,4.3,353.235479232,29.5,10,525,2
Miconazole,Lomitapide,Moderate,416.1,5.3,415.983074,27.1,693.7,8.6,693.2789964,61.4,10,923,2
Miconazole,Lonafarnib,Moderate,416.1,5.3,415.983074,27.1,638.8,4.8,638.04818,79.5,10,924,2
Mephenytoin,Miconazole,Moderate,218.25,1.5,218.105527694,49.4,416.1,5.3,415.983074,27.1,353,10,2
Methysergide,Miconazole,Moderate,353.5,2.3,353.21032711,57.5,416.1,5.3,415.983074,27.1,138,10,2
Midazolam,Miconazole,Moderate,325.8,2.5,325.0782033,30.2,416.1,5.3,415.983074,27.1,253,10,2
Miconazole,Midostaurin,Moderate,416.1,5.3,415.983074,27.1,570.6,4.8,570.22670545,77.7,10,426,2
Mifepristone,Miconazole,Moderate,429.6,3.8,429.266779359,40.5,416.1,5.3,415.983074,27.1,212,10,2
Miconazole,Mirabegron,Minor,416.1,5.3,415.983074,27.1,396.5,2.1,396.16199719,129.0,10,926,1
Nateglinide,Miconazole,Moderate,317.4,3.2,317.19909372,66.4,416.1,5.3,415.983074,27.1,102,10,2
Miconazole,Nefazodone,Moderate,416.1,5.3,415.983074,27.1,470.0,4.3,469.224453,51.6,10,608,2
Nelfinavir,Miconazole,Moderate,567.8,5.7,567.3130781,127.0,416.1,5.3,415.983074,27.1,80,10,2
Nicardipine,Miconazole,Moderate,479.5,3.8,479.20563565,114.0,416.1,5.3,415.983074,27.1,357,10,2
Miconazole,Nilotinib,Moderate,416.1,5.3,415.983074,27.1,529.5,4.9,529.18379284,97.6,10,757,2
Nimodipine,Miconazole,Moderate,418.4,3.1,418.17400117,120.0,416.1,5.3,415.983074,27.1,609,10,2
Nisoldipine,Miconazole,Moderate,388.4,3.3,388.16343649,110.0,416.1,5.3,415.983074,27.1,358,10,2
Miconazole,Norgestrel,Moderate,416.1,5.3,415.983074,27.1,312.4,3.3,312.208930132,37.3,10,888,2
Nortriptyline,Miconazole,Moderate,263.4,4.5,263.167399674,12.0,416.1,5.3,415.983074,27.1,217,10,2
Miconazole,Olaparib,Moderate,416.1,5.3,415.983074,27.1,434.5,1.9,434.17541877,82.1,10,941,2
Miconazole,Oliceridine,Moderate,416.1,5.3,415.983074,27.1,386.6,3.5,386.20279938,71.6,10,1074,2
Miconazole,Osimertinib,Moderate,416.1,5.3,415.983074,27.1,499.6,3.7,499.26957332,87.6,10,1031,2
Miconazole,Ospemifene,Moderate,416.1,5.3,415.983074,27.1,378.9,6.5,378.1386577,29.5,10,893,2
Miconazole,Palbociclib,Moderate,416.1,5.3,415.983074,27.1,447.5,1.8,447.23827319,103.0,10,1163,2
Miconazole,Panobinostat,Moderate,416.1,5.3,415.983074,27.1,349.4,3.0,349.17902698,77.2,10,758,2
Paricalcitol,Miconazole,Moderate,416.6,5.0,416.32904526,60.7,416.1,5.3,415.983074,27.1,832,10,2
Miconazole,Pazopanib,Moderate,416.1,5.3,415.983074,27.1,437.5,3.1,437.16339418,127.0,10,759,2
Miconazole,Pexidartinib,Major,416.1,5.3,415.983074,27.1,417.8,4.5,417.0968077,66.5,10,1060,3
Phenytoin,Miconazole,Moderate,252.27,2.5,252.08987763,58.2,416.1,5.3,415.983074,27.1,82,10,2
Miconazole,Pimavanserin,Moderate,416.1,5.3,415.983074,27.1,427.6,4.5,427.2635055,44.8,10,760,2
Pimozide,Miconazole,Moderate,461.5,6.3,461.22786888,35.6,416.1,5.3,415.983074,27.1,617,10,2
Miconazole,Pirfenidone,Moderate,416.1,5.3,415.983074,27.1,185.22,1.9,185.084063974,20.3,10,927,2
Miconazole,Ponatinib,Moderate,416.1,5.3,415.983074,27.1,532.6,4.1,532.21984399,65.8,10,994,2
Progesterone,Miconazole,Moderate,314.5,3.9,314.224580195,34.1,416.1,5.3,415.983074,27.1,438,10,2
Miconazole,Quetiapine,Moderate,416.1,5.3,415.983074,27.1,383.5,2.1,383.16674822,73.6,10,441,2
Miconazole,Quinestrol,Moderate,416.1,5.3,415.983074,27.1,364.5,5.3,364.240230259,29.5,10,442,2
Quinidine,Miconazole,Moderate,324.4,2.9,324.183778013,45.6,416.1,5.3,415.983074,27.1,228,10,2
Quinine,Miconazole,Moderate,324.4,2.9,324.183778013,45.6,416.1,5.3,415.983074,27.1,229,10,2
Ramelteon,Miconazole,Moderate,259.34,2.7,259.157228913,38.3,416.1,5.3,415.983074,27.1,714,10,2
Ranolazine,Miconazole,Moderate,427.5,2.7,427.24710654,74.3,416.1,5.3,415.983074,27.1,230,10,2
Repaglinide,Miconazole,Moderate,452.6,5.2,452.26750763,78.9,416.1,5.3,415.983074,27.1,32,10,2
Miconazole,Ribociclib,Moderate,416.1,5.3,415.983074,27.1,434.5,2.2,434.25425761,91.2,10,1033,2
Miconazole,Ripretinib,Moderate,416.1,5.3,415.983074,27.1,510.4,4.1,509.08627,86.4,10,1129,2
Miconazole,Rivaroxaban,Moderate,416.1,5.3,415.983074,27.1,435.9,2.5,435.0655696,116.0,10,928,2
Miconazole,Romidepsin,Moderate,416.1,5.3,415.983074,27.1,540.7,2.2,540.20762723,193.0,10,766,2
Ropivacaine,Miconazole,Minor,274.4,2.9,274.204513457,32.3,416.1,5.3,415.983074,27.1,647,10,1
Miconazole,Ruxolitinib,Minor,416.1,5.3,415.983074,27.1,306.4,2.1,306.1592946,83.2,10,1167,1
Salmeterol,Miconazole,Moderate,415.6,3.9,415.27225866,82.0,416.1,5.3,415.983074,27.1,149,10,2
Sibutramine,Miconazole,Minor,279.8,5.4,279.1753775,3.2,416.1,5.3,415.983074,27.1,70,10,1
Sildenafil,Miconazole,Moderate,474.6,1.5,474.20492463,118.0,416.1,5.3,415.983074,27.1,648,10,2
Miconazole,Silodosin,Moderate,416.1,5.3,415.983074,27.1,495.5,3.6,495.234491,97.1,10,799,2
Simvastatin,Miconazole,Moderate,418.6,4.7,418.27192431,72.8,416.1,5.3,415.983074,27.1,37,10,2
Sirolimus,Miconazole,Moderate,914.2,6.0,913.55514157,195.0,416.1,5.3,415.983074,27.1,444,10,2
Miconazole,Solifenacin,Moderate,416.1,5.3,415.983074,27.1,362.5,4.0,362.199428076,32.8,10,768,2
Miconazole,Sonidegib,Moderate,416.1,5.3,415.983074,27.1,485.5,5.8,485.19262619,63.7,10,1079,2
Miconazole,Stiripentol,Moderate,416.1,5.3,415.983074,27.1,234.29,3.6,234.125594432,38.7,10,947,2
Miconazole,Suvorexant,Moderate,416.1,5.3,415.983074,27.1,450.9,4.9,450.1571017,80.3,10,930,2
Tacrolimus,Miconazole,Moderate,804.0,2.7,803.48197664,178.0,416.1,5.3,415.983074,27.1,236,10,2
Tadalafil,Miconazole,Moderate,389.4,2.3,389.1375561,74.9,416.1,5.3,415.983074,27.1,716,10,2
Miconazole,Tasimelteon,Moderate,416.1,5.3,415.983074,27.1,245.32,2.2,245.141578849,38.3,10,1169,2
Miconazole,Telaprevir,Moderate,416.1,5.3,415.983074,27.1,679.8,4.2,679.40573244,180.0,10,898,2
Miconazole,Temsirolimus,Moderate,416.1,5.3,415.983074,27.1,1030.3,5.6,1029.60248569,242.0,10,446,2
Terfenadine,Miconazole,Major,471.7,6.6,471.313729551,43.7,416.1,5.3,415.983074,27.1,238,10,3
Miconazole,Ticagrelor,Moderate,416.1,5.3,415.983074,27.1,522.6,2.0,522.18608089,164.0,10,932,2
Tipranavir,Miconazole,Moderate,602.7,7.0,602.20622782,114.0,416.1,5.3,415.983074,27.1,448,10,2
Miconazole,Tofacitinib,Moderate,416.1,5.3,415.983074,27.1,312.37,1.5,312.16985928,88.9,10,1115,2
Tolazamide,Miconazole,Major,311.4,1.5,311.13036271,86.9,416.1,5.3,415.983074,27.1,103,10,3
Miconazole,Tolbutamide,Major,416.1,5.3,415.983074,27.1,270.35,2.3,270.10381361,83.7,10,104,3
Tolterodine,Miconazole,Moderate,325.5,5.6,325.240564612,23.5,416.1,5.3,415.983074,27.1,629,10,2
Toremifene,Miconazole,Moderate,406.0,7.2,405.1859422,12.5,416.1,5.3,415.983074,27.1,243,10,2
Torasemide,Miconazole,Moderate,348.4,2.7,348.12561169,109.0,416.1,5.3,415.983074,27.1,85,10,2
Miconazole,Trabectedin,Moderate,416.1,5.3,415.983074,27.1,761.8,3.4,761.26183037,194.0,10,818,2
Triazolam,Miconazole,Moderate,343.2,2.4,342.0439018,43.1,416.1,5.3,415.983074,27.1,630,10,2
Miconazole,Ubrogepant,Moderate,416.1,5.3,415.983074,27.1,549.5,3.1,549.19877419,104.0,10,1170,2
Miconazole,Ulipristal,Minor,416.1,5.3,415.983074,27.1,433.6,2.9,433.26169398,57.6,10,996,1
Miconazole,Upadacitinib,Moderate,416.1,5.3,415.983074,27.1,380.4,2.7,380.15724374,78.3,10,1117,2
Valdecoxib,Miconazole,Moderate,314.4,2.6,314.07251349,94.6,416.1,5.3,415.983074,27.1,374,10,2
Miconazole,Venetoclax,Moderate,416.1,5.3,415.983074,27.1,868.4,8.2,867.3180958,183.0,10,997,2
Venlafaxine,Miconazole,Moderate,277.4,2.9,277.204179104,32.7,416.1,5.3,415.983074,27.1,153,10,2
Miconazole,Vilazodone,Moderate,416.1,5.3,415.983074,27.1,441.5,4.0,441.21647512,102.0,10,881,2
Vinblastine,Miconazole,Moderate,811.0,3.7,810.42037944,154.0,416.1,5.3,415.983074,27.1,650,10,2
