DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter1569,Ranitidine (bismuth citrate),DDInter783,Fosphenytoin,Moderate
DDInter1828,Tolbutamide,DDInter783,Fosphenytoin,Moderate
DDInter1881,Troglitazone,DDInter783,Fosphenytoin,Moderate
DDInter385,Cisapride,DDInter785,Fostamatinib,Moderate
DDInter416,Clotrimazole,DDInter785,Fostamatinib,Moderate
DDInter831,Glyburide,DDInter785,Fostamatinib,Moderate
DDInter833,Glycerol phenylbutyrate,DDInter785,Fostamatinib,Moderate
DDInter840,Granisetron,DDInter785,Fostamatinib,Moderate
DDInter1665,Sibutramine,DDInter785,Fostamatinib,Moderate
DDInter1881,Troglitazone,DDInter785,Fostamatinib,Moderate
DDInter307,Castor oil,DDInter786,Fostemsavir,Moderate
DDInter385,Cisapride,DDInter786,Fostemsavir,Major
DDInter831,Glyburide,DDInter786,Fostemsavir,Moderate
DDInter832,Glycerin,DDInter786,Fostemsavir,Moderate
DDInter833,Glycerol phenylbutyrate,DDInter786,Fostemsavir,Minor
DDInter840,Granisetron,DDInter786,Fostemsavir,Moderate
DDInter1115,Magnesium citrate,DDInter786,Fostemsavir,Moderate
DDInter1118,Magnesium hydroxide,DDInter786,Fostemsavir,Moderate
DDInter1223,Mineral oil,DDInter786,Fostemsavir,Moderate
DDInter1389,Papaverine,DDInter786,Fostemsavir,Major
DDInter1443,Phenolphthalein,DDInter786,Fostemsavir,Moderate
DDInter1881,Troglitazone,DDInter786,Fostemsavir,Minor
DDInter788,Frovatriptan,DDInter518,Dexfenfluramine,Major
DDInter840,Granisetron,DDInter788,Frovatriptan,Major
DDInter1245,Morphine (liposomal),DDInter788,Frovatriptan,Moderate
DDInter788,Frovatriptan,DDInter1665,Sibutramine,Major
DDInter16,Acetohexamide,DDInter790,Furosemide,Moderate
DDInter86,Amphotericin B (cholesteryl sulfate),DDInter790,Furosemide,Moderate
DDInter88,Amphotericin B (liposomal),DDInter790,Furosemide,Moderate
DDInter790,Furosemide,DDInter307,Castor oil,Moderate
DDInter790,Furosemide,DDInter24,Activated charcoal,Moderate
DDInter385,Cisapride,DDInter790,Furosemide,Major
DDInter790,Furosemide,DDInter826,Glipizide,Moderate
DDInter790,Furosemide,DDInter831,Glyburide,Moderate
DDInter790,Furosemide,DDInter832,Glycerin,Moderate
DDInter934,Insulin human,DDInter790,Furosemide,Moderate
DDInter790,Furosemide,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter940,Insulin lispro,DDInter790,Furosemide,Moderate
DDInter941,Insulin lispro (protamine),DDInter790,Furosemide,Moderate
DDInter939,Insulin human (zinc),DDInter790,Furosemide,Moderate
DDInter938,Insulin human (zinc extended),DDInter790,Furosemide,Moderate
DDInter790,Furosemide,DDInter1115,Magnesium citrate,Moderate
DDInter790,Furosemide,DDInter1223,Mineral oil,Moderate
DDInter790,Furosemide,DDInter1344,Opium,Moderate
DDInter790,Furosemide,DDInter1443,Phenolphthalein,Moderate
DDInter790,Furosemide,DDInter1665,Sibutramine,Moderate
DDInter790,Furosemide,DDInter1713,Streptomycin,Major
DDInter790,Furosemide,DDInter1828,Tolbutamide,Moderate
DDInter1881,Troglitazone,DDInter790,Furosemide,Moderate
DDInter791,Gabapentin,DDInter58,Aluminum hydroxide,Minor
DDInter791,Gabapentin,DDInter1112,Magaldrate,Minor
DDInter791,Gabapentin,DDInter1113,Magnesium carbonate,Minor
DDInter791,Gabapentin,DDInter1118,Magnesium hydroxide,Minor
DDInter1245,Morphine (liposomal),DDInter791,Gabapentin,Major
DDInter791,Gabapentin,DDInter1344,Opium,Moderate
DDInter791,Gabapentin,DDInter1665,Sibutramine,Moderate
DDInter137,Atropine (ophthalmic),DDInter802,Galantamine,Moderate
DDInter385,Cisapride,DDInter802,Galantamine,Moderate
DDInter802,Galantamine,DDInter833,Glycerol phenylbutyrate,Moderate
DDInter802,Galantamine,DDInter840,Granisetron,Moderate
DDInter802,Galantamine,DDInter1648,Scopolamine (ophthalmic),Moderate
DDInter86,Amphotericin B (cholesteryl sulfate),DDInter804,Gallium nitrate,Major
DDInter88,Amphotericin B (liposomal),DDInter804,Gallium nitrate,Major
DDInter1713,Streptomycin,DDInter804,Gallium nitrate,Major
DDInter872,Human immunoglobulin G (intravenous and subcutaneous),DDInter86,Amphotericin B (cholesteryl sulfate),Major
DDInter872,Human immunoglobulin G (intravenous and subcutaneous),DDInter88,Amphotericin B (liposomal),Major
DDInter872,Human immunoglobulin G (intravenous and subcutaneous),DDInter1489,Polymyxin B,Major
DDInter872,Human immunoglobulin G (intravenous and subcutaneous),DDInter1713,Streptomycin,Major
DDInter86,Amphotericin B (cholesteryl sulfate),DDInter806,Ganciclovir,Moderate
DDInter88,Amphotericin B (liposomal),DDInter806,Ganciclovir,Moderate
DDInter416,Clotrimazole,DDInter810,Gefitinib,Moderate
DDInter810,Gefitinib,DDInter1569,Ranitidine (bismuth citrate),Moderate
DDInter1881,Troglitazone,DDInter810,Gefitinib,Moderate
DDInter16,Acetohexamide,DDInter812,Gemfibrozil,Moderate
DDInter825,Glimepiride,DDInter812,Gemfibrozil,Moderate
DDInter826,Glipizide,DDInter812,Gemfibrozil,Moderate
DDInter831,Glyburide,DDInter812,Gemfibrozil,Moderate
DDInter934,Insulin human,DDInter812,Gemfibrozil,Moderate
DDInter812,Gemfibrozil,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter940,Insulin lispro,DDInter812,Gemfibrozil,Moderate
DDInter941,Insulin lispro (protamine),DDInter812,Gemfibrozil,Moderate
DDInter939,Insulin human (zinc),DDInter812,Gemfibrozil,Moderate
DDInter938,Insulin human (zinc extended),DDInter812,Gemfibrozil,Moderate
DDInter1828,Tolbutamide,DDInter812,Gemfibrozil,Moderate
DDInter16,Acetohexamide,DDInter813,Gemifloxacin,Major
DDInter813,Gemifloxacin,DDInter58,Aluminum hydroxide,Moderate
DDInter813,Gemifloxacin,DDInter138,Attapulgite,Moderate
DDInter813,Gemifloxacin,DDInter271,Calcium carbonate,Moderate
DDInter813,Gemifloxacin,DDInter273,Calcium citrate,Moderate
DDInter813,Gemifloxacin,DDInter274,Calcium glubionate anhydrous,Moderate
DDInter813,Gemifloxacin,DDInter276,Calcium gluconate,Moderate
DDInter813,Gemifloxacin,DDInter278,Calcium lactate,Moderate
DDInter813,Gemifloxacin,DDInter975,Iron,Moderate
DDInter813,Gemifloxacin,DDInter307,Castor oil,Moderate
DDInter385,Cisapride,DDInter813,Gemifloxacin,Major
DDInter826,Glipizide,DDInter813,Gemifloxacin,Major
DDInter831,Glyburide,DDInter813,Gemifloxacin,Major
DDInter813,Gemifloxacin,DDInter832,Glycerin,Moderate
DDInter840,Granisetron,DDInter813,Gemifloxacin,Moderate
DDInter934,Insulin human,DDInter813,Gemifloxacin,Major
DDInter813,Gemifloxacin,DDInter928,Insulin aspart (aspart protamine),Major
DDInter940,Insulin lispro,DDInter813,Gemifloxacin,Major
DDInter941,Insulin lispro (protamine),DDInter813,Gemifloxacin,Major
DDInter939,Insulin human (zinc),DDInter813,Gemifloxacin,Major
DDInter938,Insulin human (zinc extended),DDInter813,Gemifloxacin,Major
DDInter813,Gemifloxacin,DDInter1005,Kaolin,Moderate
DDInter813,Gemifloxacin,DDInter1112,Magaldrate,Moderate
DDInter813,Gemifloxacin,DDInter1113,Magnesium carbonate,Moderate
DDInter813,Gemifloxacin,DDInter1115,Magnesium citrate,Moderate
DDInter813,Gemifloxacin,DDInter1116,Magnesium gluconate,Moderate
DDInter813,Gemifloxacin,DDInter1118,Magnesium hydroxide,Moderate
DDInter813,Gemifloxacin,DDInter1119,Magnesium oxide,Moderate
DDInter813,Gemifloxacin,DDInter1223,Mineral oil,Moderate
DDInter1389,Papaverine,DDInter813,Gemifloxacin,Major
DDInter813,Gemifloxacin,DDInter1443,Phenolphthalein,Moderate
DDInter1828,Tolbutamide,DDInter813,Gemifloxacin,Major
DDInter1881,Troglitazone,DDInter813,Gemifloxacin,Moderate
DDInter813,Gemifloxacin,DDInter1965,Zinc gluconate,Moderate
DDInter1699,Somatotropin,DDInter16,Acetohexamide,Moderate
DDInter1699,Somatotropin,DDInter826,Glipizide,Moderate
DDInter1699,Somatotropin,DDInter831,Glyburide,Moderate
DDInter1699,Somatotropin,DDInter840,Granisetron,Moderate
DDInter934,Insulin human,DDInter1699,Somatotropin,Moderate
DDInter1699,Somatotropin,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter940,Insulin lispro,DDInter1699,Somatotropin,Moderate
DDInter941,Insulin lispro (protamine),DDInter1699,Somatotropin,Moderate
DDInter939,Insulin human (zinc),DDInter1699,Somatotropin,Moderate
DDInter938,Insulin human (zinc extended),DDInter1699,Somatotropin,Moderate
DDInter1699,Somatotropin,DDInter1665,Sibutramine,Moderate
DDInter1699,Somatotropin,DDInter1828,Tolbutamide,Moderate
DDInter1699,Somatotropin,DDInter1881,Troglitazone,Moderate
DDInter307,Castor oil,DDInter817,Gilteritinib,Moderate
DDInter385,Cisapride,DDInter817,Gilteritinib,Major
DDInter416,Clotrimazole,DDInter817,Gilteritinib,Moderate
DDInter636,Empagliflozin,DDInter817,Gilteritinib,Moderate
DDInter832,Glycerin,DDInter817,Gilteritinib,Moderate
DDInter833,Glycerol phenylbutyrate,DDInter817,Gilteritinib,Moderate
DDInter840,Granisetron,DDInter817,Gilteritinib,Moderate
DDInter1115,Magnesium citrate,DDInter817,Gilteritinib,Moderate
DDInter1118,Magnesium hydroxide,DDInter817,Gilteritinib,Moderate
DDInter1188,Methylnaltrexone,DDInter817,Gilteritinib,Moderate
DDInter1223,Mineral oil,DDInter817,Gilteritinib,Moderate
DDInter1244,Morphine,DDInter817,Gilteritinib,Moderate
DDInter1258,Naldemedine,DDInter817,Gilteritinib,Moderate
DDInter1261,Naloxegol,DDInter817,Gilteritinib,Minor
DDInter1389,Papaverine,DDInter817,Gilteritinib,Major
DDInter1443,Phenolphthalein,DDInter817,Gilteritinib,Moderate
DDInter1881,Troglitazone,DDInter817,Gilteritinib,Moderate
DDInter86,Amphotericin B (cholesteryl sulfate),DDInter821,Givosiran,Moderate
DDInter88,Amphotericin B (liposomal),DDInter821,Givosiran,Moderate
DDInter518,Dexfenfluramine,DDInter821,Givosiran,Moderate
DDInter1713,Streptomycin,DDInter821,Givosiran,Moderate
DDInter307,Castor oil,DDInter822,Glasdegib,Moderate
DDInter385,Cisapride,DDInter822,Glasdegib,Major
DDInter416,Clotrimazole,DDInter822,Glasdegib,Moderate
DDInter832,Glycerin,DDInter822,Glasdegib,Moderate
DDInter833,Glycerol phenylbutyrate,DDInter822,Glasdegib,Moderate
DDInter840,Granisetron,DDInter822,Glasdegib,Moderate
DDInter1115,Magnesium citrate,DDInter822,Glasdegib,Moderate
DDInter1118,Magnesium hydroxide,DDInter822,Glasdegib,Moderate
DDInter1223,Mineral oil,DDInter822,Glasdegib,Moderate
DDInter1389,Papaverine,DDInter822,Glasdegib,Major
DDInter1443,Phenolphthalein,DDInter822,Glasdegib,Moderate
DDInter1881,Troglitazone,DDInter822,Glasdegib,Moderate
DDInter513,Dexamethasone,DDInter824,Glecaprevir,Moderate
DDInter676,Esomeprazole,DDInter824,Glecaprevir,Moderate
DDInter734,Fidaxomicin,DDInter824,Glecaprevir,Minor
DDInter1201,Metreleptin,DDInter824,Glecaprevir,Moderate
DDInter1258,Naldemedine,DDInter824,Glecaprevir,Moderate
DDInter1261,Naloxegol,DDInter824,Glecaprevir,Minor
DDInter1340,Omeprazole,DDInter824,Glecaprevir,Moderate
DDInter1544,Prucalopride,DDInter824,Glecaprevir,Minor
DDInter1622,Rosuvastatin,DDInter824,Glecaprevir,Major
DDInter1675,Simvastatin,DDInter824,Glecaprevir,Major
DDInter1881,Troglitazone,DDInter824,Glecaprevir,Moderate
DDInter825,Glimepiride,DDInter63,Amcinonide,Minor
DDInter825,Glimepiride,DDInter179,Bendroflumethiazide,Moderate
DDInter825,Glimepiride,DDInter188,Benzthiazide,Moderate
DDInter825,Glimepiride,DDInter516,Dexamethasone (topical),Minor
DDInter825,Glimepiride,DDInter548,Diethylstilbestrol,Moderate
DDInter825,Glimepiride,DDInter577,Dobutamine,Moderate
DDInter825,Glimepiride,DDInter1898,Ulobetasol (topical),Minor
DDInter825,Glimepiride,DDInter889,Hydroflumethiazide,Moderate
DDInter825,Glimepiride,DDInter1159,Mesoridazine,Moderate
DDInter825,Glimepiride,DDInter1162,Metaraminol,Moderate
DDInter825,Glimepiride,DDInter1176,Methoxamine,Moderate
DDInter825,Glimepiride,DDInter1192,Methylprednisolone (topical),Minor
DDInter825,Glimepiride,DDInter1289,Nicotinamide,Moderate
DDInter825,Glimepiride,DDInter1458,Phenylpropanolamine,Moderate
DDInter825,Glimepiride,DDInter1537,Propiomazine,Moderate
DDInter826,Glipizide,DDInter50,Aloe Vera Leaf,Moderate
DDInter1076,Lipoic acid,DDInter826,Glipizide,Minor
DDInter826,Glipizide,DDInter58,Aluminum hydroxide,Moderate
DDInter63,Amcinonide,DDInter826,Glipizide,Minor
DDInter71,Aminoglutethimide,DDInter826,Glipizide,Minor
DDInter72,Aminolevulinic acid,DDInter826,Glipizide,Major
DDInter82,Amoxapine,DDInter826,Glipizide,Moderate
DDInter90,Amprenavir,DDInter826,Glipizide,Moderate
DDInter179,Bendroflumethiazide,DDInter826,Glipizide,Moderate
DDInter188,Benzthiazide,DDInter826,Glipizide,Moderate
DDInter826,Glipizide,DDInter215,Bismuth subsalicylate,Moderate
DDInter241,Bromfenac,DDInter826,Glipizide,Moderate
DDInter826,Glipizide,DDInter271,Calcium carbonate,Moderate
DDInter303,Carteolol,DDInter826,Glipizide,Moderate
DDInter826,Glipizide,DDInter24,Activated charcoal,Moderate
DDInter363,Chlorpromazine,DDInter826,Glipizide,Moderate
DDInter826,Glipizide,DDInter374,Chromium picolinate,Moderate
DDInter383,Cinoxacin,DDInter826,Glipizide,Major
DDInter408,Clofibrate,DDInter826,Glipizide,Moderate
DDInter826,Glipizide,DDInter441,Copanlisib,Moderate
DDInter826,Glipizide,DDInter502,Deserpidine,Moderate
DDInter826,Glipizide,DDInter516,Dexamethasone (topical),Minor
DDInter826,Glipizide,DDInter518,Dexfenfluramine,Moderate
DDInter545,Dienestrol (topical),DDInter826,Glipizide,Moderate
DDInter548,Diethylstilbestrol,DDInter826,Glipizide,Moderate
DDInter551,Diflunisal,DDInter826,Glipizide,Moderate
DDInter577,Dobutamine,DDInter826,Glipizide,Moderate
DDInter644,Enoxacin,DDInter826,Glipizide,Major
DDInter682,Estrone,DDInter826,Glipizide,Moderate
DDInter826,Glipizide,DDInter684,Estrone sulfate (topical),Moderate
DDInter826,Glipizide,DDInter808,Garlic,Minor
DDInter809,Gatifloxacin,DDInter826,Glipizide,Major
DDInter826,Glipizide,DDInter820,Ginseng,Moderate
DDInter839,Goserelin,DDInter826,Glipizide,Moderate
DDInter842,Grepafloxacin,DDInter826,Glipizide,Major
DDInter845,Guanadrel,DDInter826,Glipizide,Moderate
DDInter826,Glipizide,DDInter846,Guanethidine,Moderate
DDInter826,Glipizide,DDInter851,Halcinonide (topical),Minor
DDInter1898,Ulobetasol (topical),DDInter826,Glipizide,Minor
DDInter826,Glipizide,DDInter856,Heparin,Moderate
DDInter826,Glipizide,DDInter864,Histrelin,Moderate
DDInter889,Hydroflumethiazide,DDInter826,Glipizide,Moderate
DDInter826,Glipizide,DDInter893,Hydroxychloroquine,Moderate
DDInter826,Glipizide,DDInter906,Ifosfamide,Moderate
DDInter826,Glipizide,DDInter907,Iloperidone,Moderate
DDInter912,Imipramine,DDInter826,Glipizide,Moderate
DDInter826,Glipizide,DDInter915,Indacaterol,Moderate
DDInter916,Indapamide,DDInter826,Glipizide,Moderate
DDInter917,Indinavir,DDInter826,Glipizide,Moderate
DDInter921,Indomethacin,DDInter826,Glipizide,Moderate
DDInter934,Insulin human,DDInter826,Glipizide,Moderate
DDInter826,Glipizide,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter940,Insulin lispro,DDInter826,Glipizide,Moderate
DDInter941,Insulin lispro (protamine),DDInter826,Glipizide,Moderate
DDInter939,Insulin human (zinc),DDInter826,Glipizide,Moderate
DDInter938,Insulin human (zinc extended),DDInter826,Glipizide,Moderate
DDInter986,Isoniazid,DDInter826,Glipizide,Moderate
DDInter826,Glipizide,DDInter1039,Letermovir,Moderate
DDInter826,Glipizide,DDInter1048,Levobetaxolol (ophthalmic),Moderate
DDInter1084,Lomefloxacin,DDInter826,Glipizide,Major
DDInter826,Glipizide,DDInter1112,Magaldrate,Moderate
DDInter826,Glipizide,DDInter1113,Magnesium carbonate,Moderate
DDInter826,Glipizide,DDInter1118,Magnesium hydroxide,Moderate
DDInter1126,Mazindol,DDInter826,Glipizide,Moderate
DDInter826,Glipizide,DDInter1132,Mecasermin rinfabate,Moderate
DDInter1135,Meclofenamic acid,DDInter826,Glipizide,Moderate
DDInter826,Glipizide,DDInter1151,Mephentermine,Moderate
DDInter1159,Mesoridazine,DDInter826,Glipizide,Moderate
DDInter1162,Metaraminol,DDInter826,Glipizide,Moderate
DDInter1168,Methdilazine,DDInter826,Glipizide,Moderate
DDInter826,Glipizide,DDInter1175,Methotrimeprazine,Moderate
DDInter1176,Methoxamine,DDInter826,Glipizide,Moderate
DDInter826,Glipizide,DDInter1184,Methylcellulose,Minor
DDInter1185,Methyldopa,DDInter826,Glipizide,Minor
DDInter1192,Methylprednisolone (topical),DDInter826,Glipizide,Minor
DDInter1259,Nalidixic acid,DDInter826,Glipizide,Major
DDInter826,Glipizide,DDInter1289,Nicotinamide,Moderate
DDInter826,Glipizide,DDInter1315,Norgestrel,Moderate
DDInter826,Glipizide,DDInter1417,Penbutolol,Moderate
DDInter1432,Perphenazine,DDInter826,Glipizide,Moderate
DDInter1451,Phenylbutazone,DDInter826,Glipizide,Moderate
DDInter1458,Phenylpropanolamine,DDInter826,Glipizide,Moderate
DDInter826,Glipizide,DDInter1490,Polythiazide,Moderate
DDInter1522,Probenecid,DDInter826,Glipizide,Moderate
DDInter1530,Progesterone (topical),DDInter826,Glipizide,Moderate
DDInter1532,Promazine,DDInter826,Glipizide,Moderate
DDInter1537,Propiomazine,DDInter826,Glipizide,Moderate
DDInter826,Glipizide,DDInter1481,Plantago seed,Minor
DDInter826,Glipizide,DDInter1555,Quinestrol,Moderate
DDInter1556,Quinidine,DDInter826,Glipizide,Moderate
DDInter1569,Ranitidine (bismuth citrate),DDInter826,Glipizide,Moderate
DDInter1582,Reserpine,DDInter826,Glipizide,Moderate
DDInter1606,Ritodrine,DDInter826,Glipizide,Moderate
DDInter1613,Rofecoxib,DDInter826,Glipizide,Moderate
DDInter1661,Sermorelin,DDInter826,Glipizide,Moderate
DDInter826,Glipizide,DDInter1665,Sibutramine,Moderate
DDInter826,Glipizide,DDInter1681,Sodium acetate,Minor
DDInter826,Glipizide,DDInter1015,Lactic acid,Minor
DDInter1633,Salicylic acid (sodium),DDInter826,Glipizide,Moderate
DDInter826,Glipizide,DDInter1698,Somapacitan,Moderate
DDInter826,Glipizide,DDInter1700,Somatrem,Moderate
DDInter826,Glipizide,DDInter1705,Sparfloxacin,Major
DDInter826,Glipizide,DDInter1709,Stanozolol,Moderate
DDInter1721,Sulfadiazine,DDInter826,Glipizide,Moderate
DDInter826,Glipizide,DDInter1722,Sulfadoxine,Moderate
DDInter1723,Sulfamethizole,DDInter826,Glipizide,Moderate
DDInter826,Glipizide,DDInter1726,Sulfinpyrazone,Moderate
DDInter1727,Sulfisoxazole,DDInter826,Glipizide,Moderate
DDInter1769,Terbutaline,DDInter826,Glipizide,Moderate
DDInter1776,Testosterone (topical),DDInter826,Glipizide,Moderate
DDInter1793,Thiethylperazine,DDInter826,Glipizide,Moderate
DDInter1796,Thioridazine,DDInter826,Glipizide,Moderate
DDInter1831,Tolmetin,DDInter826,Glipizide,Moderate
DDInter1861,Trichlormethiazide,DDInter826,Glipizide,Moderate
DDInter1866,Trifluoperazine,DDInter826,Glipizide,Moderate
DDInter1867,Triflupromazine,DDInter826,Glipizide,Moderate
DDInter826,Glipizide,DDInter45,Alimemazine,Moderate
DDInter1887,Trovafloxacin,DDInter826,Glipizide,Major
DDInter826,Glipizide,DDInter1892,Turmeric,Moderate
DDInter1910,Valdecoxib,DDInter826,Glipizide,Moderate
DDInter831,Glyburide,DDInter50,Aloe Vera Leaf,Moderate
DDInter1076,Lipoic acid,DDInter831,Glyburide,Minor
DDInter831,Glyburide,DDInter58,Aluminum hydroxide,Moderate
DDInter63,Amcinonide,DDInter831,Glyburide,Minor
DDInter71,Aminoglutethimide,DDInter831,Glyburide,Minor
DDInter72,Aminolevulinic acid,DDInter831,Glyburide,Major
DDInter82,Amoxapine,DDInter831,Glyburide,Moderate
DDInter90,Amprenavir,DDInter831,Glyburide,Moderate
DDInter831,Glyburide,DDInter98,Anisindione,Moderate
DDInter179,Bendroflumethiazide,DDInter831,Glyburide,Moderate
DDInter188,Benzthiazide,DDInter831,Glyburide,Moderate
DDInter831,Glyburide,DDInter215,Bismuth subsalicylate,Moderate
DDInter241,Bromfenac,DDInter831,Glyburide,Moderate
DDInter831,Glyburide,DDInter271,Calcium carbonate,Moderate
DDInter303,Carteolol,DDInter831,Glyburide,Moderate
DDInter831,Glyburide,DDInter24,Activated charcoal,Moderate
DDInter363,Chlorpromazine,DDInter831,Glyburide,Moderate
DDInter831,Glyburide,DDInter374,Chromium picolinate,Moderate
DDInter383,Cinoxacin,DDInter831,Glyburide,Major
DDInter408,Clofibrate,DDInter831,Glyburide,Moderate
DDInter831,Glyburide,DDInter441,Copanlisib,Moderate
DDInter831,Glyburide,DDInter502,Deserpidine,Moderate
DDInter831,Glyburide,DDInter516,Dexamethasone (topical),Minor
DDInter831,Glyburide,DDInter518,Dexfenfluramine,Moderate
DDInter542,Dicoumarol,DDInter831,Glyburide,Moderate
DDInter545,Dienestrol (topical),DDInter831,Glyburide,Moderate
DDInter548,Diethylstilbestrol,DDInter831,Glyburide,Moderate
DDInter551,Diflunisal,DDInter831,Glyburide,Moderate
DDInter577,Dobutamine,DDInter831,Glyburide,Moderate
DDInter644,Enoxacin,DDInter831,Glyburide,Major
DDInter682,Estrone,DDInter831,Glyburide,Moderate
DDInter831,Glyburide,DDInter684,Estrone sulfate (topical),Moderate
DDInter831,Glyburide,DDInter808,Garlic,Minor
DDInter831,Glyburide,DDInter809,Gatifloxacin,Major
DDInter831,Glyburide,DDInter820,Ginseng,Moderate
DDInter839,Goserelin,DDInter831,Glyburide,Moderate
DDInter842,Grepafloxacin,DDInter831,Glyburide,Major
DDInter845,Guanadrel,DDInter831,Glyburide,Moderate
DDInter831,Glyburide,DDInter846,Guanethidine,Moderate
